geohash,hour_of_day,day_of_week,weekend,num_orders
4nxg5q,0,2,0,1
4nxg5q,0,3,0,2
4nxg5q,0,4,0,1
4nxg5q,0,5,1,4
4nxg5q,0,6,1,2
4nxg5q,1,5,1,2
4nxg5q,1,6,1,1
4nxg5q,8,0,0,3
4nxg5q,8,1,0,1
4nxg5q,8,2,0,4
4nxg5q,8,4,0,1
4nxg5q,8,5,1,4
4nxg5q,8,6,1,2
4nxg5q,9,2,0,1
4nxg5q,9,3,0,3
4nxg5q,9,4,0,7
4nxg5q,9,5,1,4
4nxg5q,9,6,1,3
4nxg5q,10,1,0,2
4nxg5q,10,2,0,2
4nxg5q,10,3,0,1
4nxg5q,10,4,0,4
4nxg5q,10,5,1,1
4nxg5q,10,6,1,6
4nxg5q,11,0,0,8
4nxg5q,11,1,0,6
4nxg5q,11,2,0,8
4nxg5q,11,3,0,5
4nxg5q,11,4,0,7
4nxg5q,11,5,1,6
4nxg5q,11,6,1,3
4nxg5q,12,0,0,14
4nxg5q,12,1,0,20
4nxg5q,12,2,0,14
4nxg5q,12,3,0,13
4nxg5q,12,4,0,18
4nxg5q,12,5,1,10
4nxg5q,12,6,1,18
4nxg5q,13,0,0,13
4nxg5q,13,1,0,10
4nxg5q,13,2,0,17
4nxg5q,13,3,0,13
4nxg5q,13,4,0,14
4nxg5q,13,5,1,19
4nxg5q,13,6,1,29
4nxg5q,14,0,0,10
4nxg5q,14,1,0,8
4nxg5q,14,2,0,12
4nxg5q,14,3,0,9
4nxg5q,14,4,0,11
4nxg5q,14,5,1,6
4nxg5q,14,6,1,7
4nxg5q,15,0,0,4
4nxg5q,15,1,0,3
4nxg5q,15,2,0,11
4nxg5q,15,3,0,5
4nxg5q,15,4,0,9
4nxg5q,15,5,1,3
4nxg5q,15,6,1,6
4nxg5q,16,0,0,11
4nxg5q,16,1,0,7
4nxg5q,16,2,0,6
4nxg5q,16,3,0,7
4nxg5q,16,4,0,7
4nxg5q,16,5,1,3
4nxg5q,16,6,1,9
4nxg5q,17,0,0,8
4nxg5q,17,1,0,7
4nxg5q,17,2,0,8
4nxg5q,17,3,0,5
4nxg5q,17,4,0,5
4nxg5q,17,5,1,9
4nxg5q,17,6,1,15
4nxg5q,18,0,0,9
4nxg5q,18,1,0,11
4nxg5q,18,2,0,13
4nxg5q,18,3,0,5
4nxg5q,18,4,0,17
4nxg5q,18,5,1,7
4nxg5q,18,6,1,16
4nxg5q,19,0,0,12
4nxg5q,19,1,0,15
4nxg5q,19,2,0,14
4nxg5q,19,3,0,11
4nxg5q,19,4,0,8
4nxg5q,19,5,1,28
4nxg5q,19,6,1,28
4nxg5q,20,0,0,10
4nxg5q,20,1,0,18
4nxg5q,20,2,0,21
4nxg5q,20,3,0,19
4nxg5q,20,4,0,12
4nxg5q,20,5,1,22
4nxg5q,20,6,1,28
4nxg5q,21,0,0,10
4nxg5q,21,1,0,12
4nxg5q,21,2,0,17
4nxg5q,21,3,0,14
4nxg5q,21,4,0,18
4nxg5q,21,5,1,17
4nxg5q,21,6,1,22
4nxg5q,22,0,0,8
4nxg5q,22,1,0,7
4nxg5q,22,2,0,11
4nxg5q,22,3,0,20
4nxg5q,22,4,0,21
4nxg5q,22,5,1,8
4nxg5q,22,6,1,17
4nxg5q,23,0,0,4
4nxg5q,23,1,0,5
4nxg5q,23,2,0,2
4nxg5q,23,3,0,8
4nxg5q,23,4,0,5
4nxg5q,23,5,1,5
4nxg5q,23,6,1,2
4nxg5r,0,0,0,1
4nxg5r,0,1,0,5
4nxg5r,0,2,0,7
4nxg5r,0,3,0,3
4nxg5r,0,4,0,1
4nxg5r,0,5,1,2
4nxg5r,0,6,1,3
4nxg5r,1,0,0,1
4nxg5r,1,1,0,2
4nxg5r,1,6,1,2
4nxg5r,8,1,0,1
4nxg5r,8,2,0,1
4nxg5r,9,0,0,1
4nxg5r,9,1,0,1
4nxg5r,9,2,0,2
4nxg5r,9,3,0,2
4nxg5r,9,4,0,2
4nxg5r,9,5,1,3
4nxg5r,9,6,1,4
4nxg5r,10,1,0,3
4nxg5r,10,2,0,2
4nxg5r,10,3,0,1
4nxg5r,10,4,0,2
4nxg5r,10,5,1,2
4nxg5r,10,6,1,1
4nxg5r,11,0,0,2
4nxg5r,11,1,0,4
4nxg5r,11,2,0,3
4nxg5r,11,3,0,2
4nxg5r,11,4,0,5
4nxg5r,11,5,1,6
4nxg5r,11,6,1,7
4nxg5r,12,0,0,10
4nxg5r,12,1,0,6
4nxg5r,12,2,0,14
4nxg5r,12,3,0,16
4nxg5r,12,4,0,13
4nxg5r,12,5,1,20
4nxg5r,12,6,1,28
4nxg5r,13,0,0,12
4nxg5r,13,1,0,12
4nxg5r,13,2,0,23
4nxg5r,13,3,0,10
4nxg5r,13,4,0,9
4nxg5r,13,5,1,28
4nxg5r,13,6,1,22
4nxg5r,14,0,0,14
4nxg5r,14,1,0,10
4nxg5r,14,2,0,11
4nxg5r,14,3,0,18
4nxg5r,14,4,0,10
4nxg5r,14,5,1,18
4nxg5r,14,6,1,16
4nxg5r,15,0,0,13
4nxg5r,15,1,0,4
4nxg5r,15,2,0,13
4nxg5r,15,3,0,13
4nxg5r,15,4,0,10
4nxg5r,15,5,1,7
4nxg5r,15,6,1,10
4nxg5r,16,0,0,16
4nxg5r,16,1,0,8
4nxg5r,16,2,0,11
4nxg5r,16,3,0,10
4nxg5r,16,4,0,14
4nxg5r,16,5,1,13
4nxg5r,16,6,1,14
4nxg5r,17,0,0,6
4nxg5r,17,1,0,6
4nxg5r,17,2,0,14
4nxg5r,17,3,0,12
4nxg5r,17,4,0,13
4nxg5r,17,5,1,11
4nxg5r,17,6,1,16
4nxg5r,18,0,0,9
4nxg5r,18,1,0,8
4nxg5r,18,2,0,10
4nxg5r,18,3,0,7
4nxg5r,18,4,0,6
4nxg5r,18,5,1,16
4nxg5r,18,6,1,33
4nxg5r,19,0,0,9
4nxg5r,19,1,0,13
4nxg5r,19,2,0,21
4nxg5r,19,3,0,17
4nxg5r,19,4,0,28
4nxg5r,19,5,1,38
4nxg5r,19,6,1,37
4nxg5r,20,0,0,17
4nxg5r,20,1,0,12
4nxg5r,20,2,0,22
4nxg5r,20,3,0,14
4nxg5r,20,4,0,29
4nxg5r,20,5,1,34
4nxg5r,20,6,1,34
4nxg5r,21,0,0,17
4nxg5r,21,1,0,15
4nxg5r,21,2,0,16
4nxg5r,21,3,0,10
4nxg5r,21,4,0,30
4nxg5r,21,5,1,22
4nxg5r,21,6,1,24
4nxg5r,22,0,0,8
4nxg5r,22,1,0,12
4nxg5r,22,2,0,16
4nxg5r,22,3,0,19
4nxg5r,22,4,0,19
4nxg5r,22,5,1,21
4nxg5r,22,6,1,13
4nxg5r,23,0,0,9
4nxg5r,23,1,0,11
4nxg5r,23,2,0,4
4nxg5r,23,3,0,4
4nxg5r,23,4,0,12
4nxg5r,23,5,1,12
4nxg5r,23,6,1,3
4nxg5s,0,0,0,3
4nxg5s,0,1,0,4
4nxg5s,0,2,0,2
4nxg5s,0,4,0,1
4nxg5s,0,5,1,9
4nxg5s,0,6,1,2
4nxg5s,1,1,0,2
4nxg5s,1,3,0,1
4nxg5s,8,0,0,2
4nxg5s,8,1,0,1
4nxg5s,8,4,0,1
4nxg5s,8,5,1,1
4nxg5s,8,6,1,1
4nxg5s,9,0,0,2
4nxg5s,9,1,0,3
4nxg5s,9,2,0,2
4nxg5s,9,3,0,5
4nxg5s,9,4,0,2
4nxg5s,9,5,1,6
4nxg5s,10,0,0,4
4nxg5s,10,1,0,7
4nxg5s,10,2,0,6
4nxg5s,10,3,0,11
4nxg5s,10,4,0,7
4nxg5s,10,5,1,5
4nxg5s,11,0,0,15
4nxg5s,11,1,0,11
4nxg5s,11,2,0,8
4nxg5s,11,3,0,8
4nxg5s,11,4,0,17
4nxg5s,11,5,1,4
4nxg5s,11,6,1,6
4nxg5s,12,0,0,33
4nxg5s,12,1,0,23
4nxg5s,12,2,0,25
4nxg5s,12,3,0,42
4nxg5s,12,4,0,24
4nxg5s,12,5,1,11
4nxg5s,12,6,1,16
4nxg5s,13,0,0,30
4nxg5s,13,1,0,24
4nxg5s,13,2,0,22
4nxg5s,13,3,0,27
4nxg5s,13,4,0,24
4nxg5s,13,5,1,18
4nxg5s,13,6,1,16
4nxg5s,14,0,0,11
4nxg5s,14,1,0,15
4nxg5s,14,2,0,14
4nxg5s,14,3,0,15
4nxg5s,14,4,0,27
4nxg5s,14,5,1,16
4nxg5s,14,6,1,13
4nxg5s,15,0,0,3
4nxg5s,15,1,0,14
4nxg5s,15,2,0,3
4nxg5s,15,3,0,12
4nxg5s,15,4,0,13
4nxg5s,15,5,1,10
4nxg5s,15,6,1,10
4nxg5s,16,0,0,6
4nxg5s,16,1,0,4
4nxg5s,16,2,0,6
4nxg5s,16,3,0,10
4nxg5s,16,4,0,10
4nxg5s,16,5,1,8
4nxg5s,16,6,1,13
4nxg5s,17,0,0,7
4nxg5s,17,1,0,5
4nxg5s,17,2,0,11
4nxg5s,17,3,0,2
4nxg5s,17,4,0,6
4nxg5s,17,5,1,6
4nxg5s,17,6,1,6
4nxg5s,18,0,0,4
4nxg5s,18,1,0,13
4nxg5s,18,2,0,11
4nxg5s,18,3,0,5
4nxg5s,18,4,0,4
4nxg5s,18,5,1,8
4nxg5s,18,6,1,5
4nxg5s,19,0,0,7
4nxg5s,19,1,0,7
4nxg5s,19,2,0,11
4nxg5s,19,3,0,5
4nxg5s,19,4,0,9
4nxg5s,19,5,1,14
4nxg5s,19,6,1,15
4nxg5s,20,0,0,9
4nxg5s,20,1,0,8
4nxg5s,20,2,0,5
4nxg5s,20,3,0,15
4nxg5s,20,4,0,10
4nxg5s,20,5,1,23
4nxg5s,20,6,1,18
4nxg5s,21,0,0,8
4nxg5s,21,1,0,9
4nxg5s,21,2,0,11
4nxg5s,21,3,0,13
4nxg5s,21,4,0,15
4nxg5s,21,5,1,10
4nxg5s,21,6,1,11
4nxg5s,22,0,0,6
4nxg5s,22,1,0,9
4nxg5s,22,2,0,10
4nxg5s,22,3,0,11
4nxg5s,22,4,0,11
4nxg5s,22,5,1,9
4nxg5s,22,6,1,5
4nxg5s,23,0,0,5
4nxg5s,23,1,0,4
4nxg5s,23,2,0,3
4nxg5s,23,3,0,6
4nxg5s,23,4,0,13
4nxg5s,23,5,1,12
4nxg5s,23,6,1,3
4nxg5t,0,0,0,4
4nxg5t,0,1,0,5
4nxg5t,0,2,0,6
4nxg5t,0,3,0,5
4nxg5t,0,4,0,4
4nxg5t,0,5,1,15
4nxg5t,0,6,1,10
4nxg5t,1,1,0,1
4nxg5t,1,2,0,1
4nxg5t,1,3,0,1
4nxg5t,1,5,1,1
4nxg5t,8,0,0,1
4nxg5t,8,1,0,5
4nxg5t,8,2,0,2
4nxg5t,8,3,0,2
4nxg5t,8,4,0,3
4nxg5t,8,5,1,9
4nxg5t,9,0,0,1
4nxg5t,9,1,0,4
4nxg5t,9,2,0,1
4nxg5t,9,3,0,2
4nxg5t,9,4,0,4
4nxg5t,9,5,1,9
4nxg5t,9,6,1,5
4nxg5t,10,0,0,1
4nxg5t,10,1,0,4
4nxg5t,10,2,0,4
4nxg5t,10,3,0,6
4nxg5t,10,5,1,7
4nxg5t,10,6,1,8
4nxg5t,11,0,0,14
4nxg5t,11,1,0,10
4nxg5t,11,2,0,13
4nxg5t,11,3,0,18
4nxg5t,11,4,0,25
4nxg5t,11,5,1,11
4nxg5t,11,6,1,16
4nxg5t,12,0,0,26
4nxg5t,12,1,0,43
4nxg5t,12,2,0,29
4nxg5t,12,3,0,33
4nxg5t,12,4,0,34
4nxg5t,12,5,1,22
4nxg5t,12,6,1,33
4nxg5t,13,0,0,31
4nxg5t,13,1,0,27
4nxg5t,13,2,0,19
4nxg5t,13,3,0,33
4nxg5t,13,4,0,49
4nxg5t,13,5,1,49
4nxg5t,13,6,1,37
4nxg5t,14,0,0,16
4nxg5t,14,1,0,26
4nxg5t,14,2,0,19
4nxg5t,14,3,0,28
4nxg5t,14,4,0,20
4nxg5t,14,5,1,27
4nxg5t,14,6,1,35
4nxg5t,15,0,0,24
4nxg5t,15,1,0,18
4nxg5t,15,2,0,22
4nxg5t,15,3,0,14
4nxg5t,15,4,0,13
4nxg5t,15,5,1,23
4nxg5t,15,6,1,25
4nxg5t,16,0,0,13
4nxg5t,16,1,0,16
4nxg5t,16,2,0,16
4nxg5t,16,3,0,17
4nxg5t,16,4,0,14
4nxg5t,16,5,1,17
4nxg5t,16,6,1,19
4nxg5t,17,0,0,16
4nxg5t,17,1,0,17
4nxg5t,17,2,0,11
4nxg5t,17,3,0,11
4nxg5t,17,4,0,14
4nxg5t,17,5,1,23
4nxg5t,17,6,1,14
4nxg5t,18,0,0,15
4nxg5t,18,1,0,21
4nxg5t,18,2,0,17
4nxg5t,18,3,0,10
4nxg5t,18,4,0,12
4nxg5t,18,5,1,14
4nxg5t,18,6,1,23
4nxg5t,19,0,0,24
4nxg5t,19,1,0,24
4nxg5t,19,2,0,29
4nxg5t,19,3,0,23
4nxg5t,19,4,0,21
4nxg5t,19,5,1,37
4nxg5t,19,6,1,66
4nxg5t,20,0,0,34
4nxg5t,20,1,0,43
4nxg5t,20,2,0,29
4nxg5t,20,3,0,38
4nxg5t,20,4,0,49
4nxg5t,20,5,1,37
4nxg5t,20,6,1,60
4nxg5t,21,0,0,30
4nxg5t,21,1,0,20
4nxg5t,21,2,0,25
4nxg5t,21,3,0,26
4nxg5t,21,4,0,37
4nxg5t,21,5,1,63
4nxg5t,21,6,1,41
4nxg5t,22,0,0,28
4nxg5t,22,1,0,21
4nxg5t,22,2,0,26
4nxg5t,22,3,0,26
4nxg5t,22,4,0,23
4nxg5t,22,5,1,32
4nxg5t,22,6,1,23
4nxg5t,23,0,0,18
4nxg5t,23,1,0,9
4nxg5t,23,2,0,14
4nxg5t,23,3,0,17
4nxg5t,23,4,0,14
4nxg5t,23,5,1,22
4nxg5t,23,6,1,12
4nxg5u,0,0,0,2
4nxg5u,0,1,0,2
4nxg5u,0,2,0,6
4nxg5u,0,3,0,2
4nxg5u,0,4,0,2
4nxg5u,0,5,1,3
4nxg5u,0,6,1,4
4nxg5u,1,0,0,3
4nxg5u,1,1,0,1
4nxg5u,1,2,0,4
4nxg5u,1,5,1,3
4nxg5u,8,6,1,1
4nxg5u,9,1,0,1
4nxg5u,9,2,0,2
4nxg5u,9,3,0,1
4nxg5u,9,4,0,3
4nxg5u,9,5,1,4
4nxg5u,9,6,1,6
4nxg5u,10,0,0,1
4nxg5u,10,1,0,1
4nxg5u,10,2,0,2
4nxg5u,10,3,0,1
4nxg5u,10,4,0,5
4nxg5u,10,5,1,2
4nxg5u,10,6,1,8
4nxg5u,11,0,0,4
4nxg5u,11,1,0,11
4nxg5u,11,2,0,4
4nxg5u,11,3,0,6
4nxg5u,11,4,0,11
4nxg5u,11,6,1,11
4nxg5u,12,0,0,18
4nxg5u,12,1,0,15
4nxg5u,12,2,0,12
4nxg5u,12,3,0,12
4nxg5u,12,4,0,10
4nxg5u,12,5,1,19
4nxg5u,12,6,1,10
4nxg5u,13,0,0,11
4nxg5u,13,1,0,11
4nxg5u,13,2,0,16
4nxg5u,13,3,0,17
4nxg5u,13,4,0,14
4nxg5u,13,5,1,20
4nxg5u,13,6,1,18
4nxg5u,14,0,0,13
4nxg5u,14,1,0,13
4nxg5u,14,2,0,2
4nxg5u,14,3,0,6
4nxg5u,14,4,0,11
4nxg5u,14,5,1,16
4nxg5u,14,6,1,11
4nxg5u,15,0,0,11
4nxg5u,15,1,0,12
4nxg5u,15,2,0,8
4nxg5u,15,3,0,6
4nxg5u,15,4,0,8
4nxg5u,15,5,1,11
4nxg5u,15,6,1,6
4nxg5u,16,0,0,13
4nxg5u,16,1,0,8
4nxg5u,16,2,0,4
4nxg5u,16,3,0,6
4nxg5u,16,4,0,17
4nxg5u,16,5,1,11
4nxg5u,16,6,1,6
4nxg5u,17,0,0,13
4nxg5u,17,1,0,11
4nxg5u,17,2,0,7
4nxg5u,17,3,0,4
4nxg5u,17,4,0,11
4nxg5u,17,5,1,4
4nxg5u,17,6,1,21
4nxg5u,18,0,0,11
4nxg5u,18,1,0,5
4nxg5u,18,2,0,7
4nxg5u,18,3,0,4
4nxg5u,18,4,0,5
4nxg5u,18,5,1,9
4nxg5u,18,6,1,19
4nxg5u,19,0,0,14
4nxg5u,19,1,0,11
4nxg5u,19,2,0,10
4nxg5u,19,3,0,12
4nxg5u,19,4,0,12
4nxg5u,19,5,1,22
4nxg5u,19,6,1,22
4nxg5u,20,0,0,18
4nxg5u,20,1,0,10
4nxg5u,20,2,0,16
4nxg5u,20,3,0,9
4nxg5u,20,4,0,12
4nxg5u,20,5,1,27
4nxg5u,20,6,1,32
4nxg5u,21,0,0,12
4nxg5u,21,1,0,10
4nxg5u,21,2,0,9
4nxg5u,21,3,0,18
4nxg5u,21,4,0,20
4nxg5u,21,5,1,23
4nxg5u,21,6,1,27
4nxg5u,22,0,0,15
4nxg5u,22,1,0,15
4nxg5u,22,2,0,12
4nxg5u,22,3,0,17
4nxg5u,22,4,0,10
4nxg5u,22,5,1,19
4nxg5u,22,6,1,21
4nxg5u,23,0,0,5
4nxg5u,23,1,0,16
4nxg5u,23,2,0,5
4nxg5u,23,3,0,3
4nxg5u,23,4,0,7
4nxg5u,23,5,1,8
4nxg5u,23,6,1,4
4nxg5v,0,0,0,7
4nxg5v,0,1,0,11
4nxg5v,0,2,0,3
4nxg5v,0,3,0,6
4nxg5v,0,4,0,3
4nxg5v,0,5,1,6
4nxg5v,0,6,1,9
4nxg5v,1,0,0,2
4nxg5v,1,1,0,1
4nxg5v,1,2,0,2
4nxg5v,1,5,1,3
4nxg5v,1,6,1,7
4nxg5v,8,0,0,1
4nxg5v,8,1,0,1
4nxg5v,8,3,0,1
4nxg5v,8,5,1,2
4nxg5v,8,6,1,1
4nxg5v,9,1,0,2
4nxg5v,9,2,0,2
4nxg5v,9,3,0,2
4nxg5v,9,4,0,2
4nxg5v,9,5,1,2
4nxg5v,9,6,1,4
4nxg5v,10,0,0,3
4nxg5v,10,1,0,4
4nxg5v,10,2,0,2
4nxg5v,10,3,0,5
4nxg5v,10,4,0,5
4nxg5v,10,5,1,3
4nxg5v,10,6,1,10
4nxg5v,11,0,0,13
4nxg5v,11,1,0,10
4nxg5v,11,2,0,13
4nxg5v,11,3,0,11
4nxg5v,11,4,0,3
4nxg5v,11,5,1,18
4nxg5v,11,6,1,8
4nxg5v,12,0,0,20
4nxg5v,12,1,0,19
4nxg5v,12,2,0,18
4nxg5v,12,3,0,22
4nxg5v,12,4,0,22
4nxg5v,12,5,1,35
4nxg5v,12,6,1,45
4nxg5v,13,0,0,28
4nxg5v,13,1,0,25
4nxg5v,13,2,0,33
4nxg5v,13,3,0,36
4nxg5v,13,4,0,22
4nxg5v,13,5,1,34
4nxg5v,13,6,1,42
4nxg5v,14,0,0,30
4nxg5v,14,1,0,33
4nxg5v,14,2,0,36
4nxg5v,14,3,0,25
4nxg5v,14,4,0,34
4nxg5v,14,5,1,34
4nxg5v,14,6,1,47
4nxg5v,15,0,0,22
4nxg5v,15,1,0,19
4nxg5v,15,2,0,14
4nxg5v,15,3,0,10
4nxg5v,15,4,0,19
4nxg5v,15,5,1,32
4nxg5v,15,6,1,27
4nxg5v,16,0,0,21
4nxg5v,16,1,0,16
4nxg5v,16,2,0,20
4nxg5v,16,3,0,32
4nxg5v,16,4,0,19
4nxg5v,16,5,1,28
4nxg5v,16,6,1,35
4nxg5v,17,0,0,23
4nxg5v,17,1,0,26
4nxg5v,17,2,0,15
4nxg5v,17,3,0,15
4nxg5v,17,4,0,12
4nxg5v,17,5,1,22
4nxg5v,17,6,1,18
4nxg5v,18,0,0,23
4nxg5v,18,1,0,34
4nxg5v,18,2,0,16
4nxg5v,18,3,0,18
4nxg5v,18,4,0,19
4nxg5v,18,5,1,25
4nxg5v,18,6,1,43
4nxg5v,19,0,0,23
4nxg5v,19,1,0,27
4nxg5v,19,2,0,30
4nxg5v,19,3,0,33
4nxg5v,19,4,0,47
4nxg5v,19,5,1,51
4nxg5v,19,6,1,63
4nxg5v,20,0,0,36
4nxg5v,20,1,0,52
4nxg5v,20,2,0,51
4nxg5v,20,3,0,41
4nxg5v,20,4,0,54
4nxg5v,20,5,1,67
4nxg5v,20,6,1,67
4nxg5v,21,0,0,25
4nxg5v,21,1,0,32
4nxg5v,21,2,0,39
4nxg5v,21,3,0,49
4nxg5v,21,4,0,64
4nxg5v,21,5,1,40
4nxg5v,21,6,1,73
4nxg5v,22,0,0,28
4nxg5v,22,1,0,30
4nxg5v,22,2,0,45
4nxg5v,22,3,0,25
4nxg5v,22,4,0,31
4nxg5v,22,5,1,33
4nxg5v,22,6,1,37
4nxg5v,23,0,0,22
4nxg5v,23,1,0,23
4nxg5v,23,2,0,26
4nxg5v,23,3,0,18
4nxg5v,23,4,0,24
4nxg5v,23,5,1,20
4nxg5v,23,6,1,24
4nxg5w,0,0,0,10
4nxg5w,0,1,0,5
4nxg5w,0,2,0,10
4nxg5w,0,3,0,7
4nxg5w,0,4,0,11
4nxg5w,0,5,1,15
4nxg5w,0,6,1,16
4nxg5w,1,0,0,1
4nxg5w,1,1,0,3
4nxg5w,1,2,0,1
4nxg5w,1,3,0,2
4nxg5w,1,4,0,9
4nxg5w,1,5,1,3
4nxg5w,1,6,1,3
4nxg5w,8,0,0,5
4nxg5w,8,1,0,2
4nxg5w,8,2,0,2
4nxg5w,8,3,0,2
4nxg5w,8,4,0,5
4nxg5w,8,5,1,9
4nxg5w,8,6,1,3
4nxg5w,9,0,0,7
4nxg5w,9,1,0,6
4nxg5w,9,2,0,9
4nxg5w,9,3,0,6
4nxg5w,9,4,0,7
4nxg5w,9,5,1,15
4nxg5w,9,6,1,21
4nxg5w,10,0,0,14
4nxg5w,10,1,0,13
4nxg5w,10,2,0,16
4nxg5w,10,3,0,16
4nxg5w,10,4,0,11
4nxg5w,10,5,1,22
4nxg5w,10,6,1,34
4nxg5w,11,0,0,27
4nxg5w,11,1,0,28
4nxg5w,11,2,0,23
4nxg5w,11,3,0,35
4nxg5w,11,4,0,34
4nxg5w,11,5,1,32
4nxg5w,11,6,1,33
4nxg5w,12,0,0,52
4nxg5w,12,1,0,80
4nxg5w,12,2,0,78
4nxg5w,12,3,0,73
4nxg5w,12,4,0,78
4nxg5w,12,5,1,61
4nxg5w,12,6,1,58
4nxg5w,13,0,0,68
4nxg5w,13,1,0,74
4nxg5w,13,2,0,75
4nxg5w,13,3,0,58
4nxg5w,13,4,0,78
4nxg5w,13,5,1,92
4nxg5w,13,6,1,84
4nxg5w,14,0,0,38
4nxg5w,14,1,0,44
4nxg5w,14,2,0,47
4nxg5w,14,3,0,40
4nxg5w,14,4,0,37
4nxg5w,14,5,1,63
4nxg5w,14,6,1,68
4nxg5w,15,0,0,37
4nxg5w,15,1,0,41
4nxg5w,15,2,0,30
4nxg5w,15,3,0,29
4nxg5w,15,4,0,33
4nxg5w,15,5,1,34
4nxg5w,15,6,1,45
4nxg5w,16,0,0,35
4nxg5w,16,1,0,20
4nxg5w,16,2,0,42
4nxg5w,16,3,0,38
4nxg5w,16,4,0,40
4nxg5w,16,5,1,36
4nxg5w,16,6,1,26
4nxg5w,17,0,0,28
4nxg5w,17,1,0,28
4nxg5w,17,2,0,36
4nxg5w,17,3,0,35
4nxg5w,17,4,0,32
4nxg5w,17,5,1,44
4nxg5w,17,6,1,34
4nxg5w,18,0,0,29
4nxg5w,18,1,0,40
4nxg5w,18,2,0,42
4nxg5w,18,3,0,38
4nxg5w,18,4,0,35
4nxg5w,18,5,1,53
4nxg5w,18,6,1,59
4nxg5w,19,0,0,39
4nxg5w,19,1,0,43
4nxg5w,19,2,0,67
4nxg5w,19,3,0,65
4nxg5w,19,4,0,42
4nxg5w,19,5,1,80
4nxg5w,19,6,1,106
4nxg5w,20,0,0,78
4nxg5w,20,1,0,63
4nxg5w,20,2,0,77
4nxg5w,20,3,0,81
4nxg5w,20,4,0,70
4nxg5w,20,5,1,84
4nxg5w,20,6,1,104
4nxg5w,21,0,0,45
4nxg5w,21,1,0,67
4nxg5w,21,2,0,78
4nxg5w,21,3,0,63
4nxg5w,21,4,0,71
4nxg5w,21,5,1,109
4nxg5w,21,6,1,82
4nxg5w,22,0,0,42
4nxg5w,22,1,0,57
4nxg5w,22,2,0,50
4nxg5w,22,3,0,52
4nxg5w,22,4,0,70
4nxg5w,22,5,1,69
4nxg5w,22,6,1,65
4nxg5w,23,0,0,22
4nxg5w,23,1,0,31
4nxg5w,23,2,0,29
4nxg5w,23,3,0,37
4nxg5w,23,4,0,43
4nxg5w,23,5,1,26
4nxg5w,23,6,1,31
4nxg5x,0,0,0,17
4nxg5x,0,1,0,9
4nxg5x,0,2,0,17
4nxg5x,0,3,0,12
4nxg5x,0,4,0,27
4nxg5x,0,5,1,25
4nxg5x,0,6,1,19
4nxg5x,1,0,0,3
4nxg5x,1,1,0,4
4nxg5x,1,2,0,9
4nxg5x,1,3,0,3
4nxg5x,1,4,0,1
4nxg5x,1,5,1,1
4nxg5x,1,6,1,6
4nxg5x,8,0,0,3
4nxg5x,8,1,0,2
4nxg5x,8,2,0,10
4nxg5x,8,3,0,3
4nxg5x,8,4,0,1
4nxg5x,8,5,1,6
4nxg5x,8,6,1,14
4nxg5x,9,0,0,10
4nxg5x,9,1,0,16
4nxg5x,9,2,0,15
4nxg5x,9,3,0,8
4nxg5x,9,4,0,10
4nxg5x,9,5,1,23
4nxg5x,9,6,1,24
4nxg5x,10,0,0,7
4nxg5x,10,1,0,11
4nxg5x,10,2,0,22
4nxg5x,10,3,0,18
4nxg5x,10,4,0,14
4nxg5x,10,5,1,20
4nxg5x,10,6,1,21
4nxg5x,11,0,0,24
4nxg5x,11,1,0,18
4nxg5x,11,2,0,31
4nxg5x,11,3,0,18
4nxg5x,11,4,0,35
4nxg5x,11,5,1,38
4nxg5x,11,6,1,49
4nxg5x,12,0,0,46
4nxg5x,12,1,0,56
4nxg5x,12,2,0,53
4nxg5x,12,3,0,53
4nxg5x,12,4,0,78
4nxg5x,12,5,1,83
4nxg5x,12,6,1,75
4nxg5x,13,0,0,74
4nxg5x,13,1,0,68
4nxg5x,13,2,0,86
4nxg5x,13,3,0,80
4nxg5x,13,4,0,87
4nxg5x,13,5,1,88
4nxg5x,13,6,1,121
4nxg5x,14,0,0,54
4nxg5x,14,1,0,54
4nxg5x,14,2,0,67
4nxg5x,14,3,0,38
4nxg5x,14,4,0,67
4nxg5x,14,5,1,94
4nxg5x,14,6,1,117
4nxg5x,15,0,0,33
4nxg5x,15,1,0,35
4nxg5x,15,2,0,43
4nxg5x,15,3,0,44
4nxg5x,15,4,0,45
4nxg5x,15,5,1,65
4nxg5x,15,6,1,60
4nxg5x,16,0,0,24
4nxg5x,16,1,0,39
4nxg5x,16,2,0,40
4nxg5x,16,3,0,49
4nxg5x,16,4,0,35
4nxg5x,16,5,1,44
4nxg5x,16,6,1,66
4nxg5x,17,0,0,45
4nxg5x,17,1,0,50
4nxg5x,17,2,0,45
4nxg5x,17,3,0,28
4nxg5x,17,4,0,35
4nxg5x,17,5,1,39
4nxg5x,17,6,1,54
4nxg5x,18,0,0,46
4nxg5x,18,1,0,45
4nxg5x,18,2,0,51
4nxg5x,18,3,0,34
4nxg5x,18,4,0,36
4nxg5x,18,5,1,66
4nxg5x,18,6,1,67
4nxg5x,19,0,0,68
4nxg5x,19,1,0,90
4nxg5x,19,2,0,88
4nxg5x,19,3,0,71
4nxg5x,19,4,0,80
4nxg5x,19,5,1,124
4nxg5x,19,6,1,158
4nxg5x,20,0,0,111
4nxg5x,20,1,0,137
4nxg5x,20,2,0,149
